player_id,position,goals,assists,passing_accuracy,key_passes_per_game,interceptions_per_game
63204,M,44,25,37.85,0.85,4.31
63209,D,7,21,30.71,2.33,8.3
63223,F,46,24,97.31,6.58,9.72
63252,D,32,19,70.98,2.81,7.04
63254,D,30,16,79.86,5.01,3.51
63265,D,21,3,70.32,6.0,5.58
63270,M,29,16,64.44,6.78,3.79
63285,M,50,3,25.64,2.58,3.79
63289,F,19,1,79.97,5.78,8.55
63290,M,10,2,19.09,0.52,0.95
63293,D,19,4,77.67,2.4,1.47
63295,M,60,10,29.96,6.28,6.19
63308,D,3,25,72.82,1.88,7.32
63334,D,0,23,12.56,2.36,8.68
63342,M,12,30,10.14,6.33,8.67
63356,D,29,26,43.61,5.49,2.76
63384,F,22,16,99.2,3.29,3.14
63422,F,0,16,83.65,1.94,2.65
63448,D,9,0,18.73,6.4,1.91
63459,D,13,3,75.23,6.06,4.18
63463,M,56,24,41.77,6.88,0.73
63469,F,54,15,82.59,2.01,3.01
63487,F,28,20,96.04,1.08,5.15
63489,D,34,2,87.86,1.78,7.73
63490,D,0,13,37.27,2.16,9.67
63491,F,58,10,31.91,4.96,0.99
63494,M,21,27,78.68,1.4,7.62
63496,F,34,5,35.84,3.1,8.91
63502,D,29,1,37.65,1.97,9.3
63531,M,35,6,20.87,2.74,1.11
63606,M,47,2,98.92,5.54,5.9
63689,M,11,2,80.57,4.06,1.22
63695,F,32,23,47.96,5.84,7.45
63723,D,4,8,20.18,6.83,1.48
63737,M,22,8,68.37,5.14,2.56
63821,M,33,1,18.3,1.53,0.17
63824,F,34,3,8.77,2.59,5.24
63833,M,47,8,65.32,0.32,7.23
63837,M,51,6,95.68,6.11,1.09
63846,D,56,14,53.81,5.65,2.86
63899,M,7,28,84.19,4.98,9.24
63955,M,59,30,94.43,5.18,7.48
63965,F,23,10,20.98,5.76,9.5
64016,M,3,18,19.75,3.3,2.49
64104,D,44,27,97.22,2.0,8.66
64118,M,10,29,42.04,1.43,6.06
64126,F,18,2,5.51,3.3,5.3
64134,D,10,7,47.26,5.72,4.88
64147,F,7,3,47.72,0.18,7.64
64208,M,44,12,56.91,2.66,6.46
64215,D,40,16,23.39,1.88,3.0
64229,F,30,26,0.66,5.39,2.37
64248,M,10,27,73.0,6.94,4.86
64308,F,21,27,17.03,1.68,5.86
64313,D,4,7,32.34,3.44,5.38
64339,M,14,5,3.76,3.48,6.17
64341,D,9,11,2.95,3.66,0.01
64355,F,21,20,5.12,5.3,3.45
64360,D,0,21,22.61,0.41,2.25
64363,D,39,0,58.29,1.69,6.44
64371,M,40,29,80.79,5.82,3.76
64385,F,39,26,41.49,4.47,6.16
64393,F,22,0,59.67,6.97,9.75
64411,D,34,24,56.86,6.79,4.77
64419,F,9,27,39.01,6.93,3.34
64431,M,14,1,64.45,6.13,5.14
64481,M,49,1,43.34,0.67,3.61
64484,F,34,22,42.34,0.3,0.52
64490,D,10,16,45.4,2.77,1.44
64506,M,40,6,65.9,3.37,2.14
64507,F,44,11,25.02,0.35,7.03
64511,D,4,0,3.86,6.23,4.11
64535,F,8,9,30.81,1.18,8.09
64545,F,14,12,44.36,5.41,3.28
64590,D,42,24,52.18,2.12,7.55
64598,D,10,21,83.15,6.04,3.99
64635,M,34,30,4.66,5.64,4.93
64667,D,26,28,0.31,2.9,1.9
64672,D,15,26,89.48,3.06,7.72
64711,D,5,24,5.69,0.04,6.46
64791,F,51,18,15.78,6.81,8.54
64793,F,53,20,91.4,5.64,9.69
64804,F,19,27,25.79,4.76,5.3
64893,D,14,14,65.93,6.8,9.18
64920,M,25,15,20.93,0.02,0.24
64952,F,41,21,46.98,2.12,3.28
64992,M,33,30,76.34,1.95,0.3
64997,F,1,18,12.66,0.58,8.63
65060,D,34,5,79.42,5.29,10.0
65072,D,39,13,1.88,3.56,7.98
65177,D,54,17,22.86,1.63,3.55
65230,M,42,21,77.45,1.32,1.89
65233,F,56,8,10.37,1.77,1.54
65235,F,16,19,41.64,5.47,6.72
65236,F,16,9,93.41,0.48,2.59
65237,D,1,6,48.23,3.62,6.62
65239,D,36,21,95.78,2.76,2.85
65243,M,10,2,1.22,3.14,2.06
65255,D,41,11,46.45,6.08,2.62
65256,M,59,19,38.75,5.92,4.11
65262,F,18,9,58.58,1.01,1.63
65264,D,50,4,73.91,1.21,0.24
65278,F,2,4,56.67,6.2,9.09
65297,F,55,12,83.56,2.14,2.47
65301,M,54,23,16.0,4.02,3.64
65318,D,16,8,62.63,3.24,6.9
65321,D,30,30,99.63,4.44,8.72
65331,M,3,10,73.47,4.91,6.09
65343,D,46,18,74.2,4.83,2.91
65464,D,10,21,45.76,2.32,6.72
65467,M,38,17,41.26,6.17,7.23
65477,F,1,0,79.88,5.49,2.45
65489,M,18,5,87.58,6.81,7.5
65521,D,31,19,84.69,0.58,9.91
65542,M,29,21,30.95,4.18,6.46
65635,F,55,10,44.37,4.7,4.34
65681,F,59,10,88.82,0.42,2.4
65682,M,37,14,59.21,5.61,8.56
65692,F,8,2,1.42,5.02,3.85
65781,D,13,5,72.19,1.08,8.06
65921,F,15,26,33.33,6.35,9.26
65929,D,0,15,54.39,5.65,8.76
65966,M,41,28,95.38,0.84,3.78
65976,F,60,30,88.76,3.44,0.75
65977,F,4,13,20.54,3.13,8.74
65986,D,34,29,44.56,5.33,6.62
65988,F,7,19,83.82,4.3,1.03
65992,F,35,15,12.65,1.41,7.64
66005,M,8,8,68.23,2.32,7.67
66008,M,22,13,72.96,3.56,2.49
66020,M,15,13,75.5,0.86,5.82
66022,F,39,22,91.74,4.97,3.32
66052,D,2,7,88.11,0.93,8.98
66058,F,43,22,13.22,4.67,1.37
66099,D,18,11,22.44,0.59,6.07
66100,M,57,1,53.88,4.19,2.17
66106,M,42,11,65.36,6.38,7.87
66109,D,21,27,19.82,6.07,9.71
66110,M,22,12,56.89,6.64,6.75
66112,D,49,1,71.55,5.96,4.5
66114,M,9,23,15.87,0.23,9.78
66117,D,29,21,19.29,0.16,2.07
66133,F,41,30,8.77,1.1,6.84
66219,D,34,17,60.64,1.36,2.87
66266,M,40,26,76.85,4.46,4.98
66280,M,24,13,76.49,5.58,4.22
66319,D,10,8,35.95,2.79,6.92
66333,D,57,4,28.13,5.24,5.07
66360,F,30,14,18.97,4.02,9.24
66386,D,40,8,19.05,3.31,8.32
66398,D,55,11,58.1,4.8,5.35
66405,F,40,18,74.35,5.84,3.76
66407,F,11,0,43.19,4.37,6.61
66413,D,21,7,18.94,3.94,2.73
66415,M,53,19,87.67,6.39,7.42
66472,F,56,10,96.98,3.03,0.71
66515,M,43,19,98.64,6.38,4.8
66521,M,44,17,27.49,6.33,0.15
66550,D,60,28,87.74,3.88,1.33
66587,F,47,11,43.48,4.57,1.74
66596,D,41,13,42.9,6.27,5.45
66608,F,11,13,49.89,6.87,8.94
66613,M,15,23,75.68,1.25,8.17
66616,D,55,29,39.57,6.35,2.9
66638,D,28,8,88.09,0.73,0.1
66660,F,0,29,20.49,0.28,9.18
66736,D,50,8,70.35,2.07,8.95
66783,F,21,14,35.19,1.41,4.43
66784,F,46,20,95.53,2.74,3.51
66788,M,13,1,14.9,3.34,4.29
66791,M,24,4,71.44,0.83,3.52
66923,M,38,14,96.27,0.11,3.41
66926,F,31,28,73.22,6.71,8.46
66934,M,30,4,98.59,1.29,6.49
66942,D,52,6,52.06,0.35,0.05
66953,D,12,9,74.11,5.85,2.38
66959,F,43,16,76.15,5.96,7.12
66960,D,49,28,38.94,5.89,4.67
66980,M,48,22,74.02,4.02,9.25
66994,F,55,10,96.26,3.98,7.15
67063,F,20,1,73.27,1.55,2.03
67064,F,28,10,4.4,3.29,7.34
67066,D,44,13,75.78,4.22,4.4
67067,M,35,2,8.62,5.3,1.13
67069,F,12,7,94.89,3.24,6.44
67071,D,39,6,21.94,0.27,6.59
67072,M,60,16,85.5,2.01,7.16
67074,D,36,25,96.45,4.1,9.47
67078,F,50,5,75.22,2.79,4.49
67080,D,37,30,55.23,2.12,7.65
67082,F,0,28,6.59,1.9,0.23
67084,D,39,6,62.98,2.62,3.89
67089,D,47,3,78.66,3.33,7.65
67090,D,35,28,92.35,1.6,1.24
67202,F,30,6,48.0,6.49,6.06
67211,F,48,4,37.91,3.68,5.3
67220,M,57,29,15.01,4.06,5.23
67221,F,42,12,8.42,5.08,4.89
67235,M,9,7,6.35,0.85,0.0
67245,D,3,19,8.83,0.99,4.23
67252,D,60,11,47.96,0.61,0.71
67274,M,54,30,33.12,1.27,2.16
67303,D,44,19,77.58,1.31,4.18
67322,F,23,4,50.35,0.53,7.78
67341,M,59,19,58.82,0.37,2.62
67346,D,51,27,20.43,5.17,5.34
67355,D,12,11,15.87,5.38,9.05
67369,F,11,3,65.76,5.37,3.8
67371,F,37,30,71.05,4.36,0.46
67375,F,22,29,91.81,1.01,9.82
67411,M,34,24,9.24,1.97,0.6
67416,D,1,27,65.92,3.94,2.76
67420,D,40,7,11.65,5.05,5.72
67421,D,55,0,21.22,4.57,3.14
67431,F,16,23,29.69,6.28,2.78
67537,F,40,12,56.66,0.52,4.14
67538,F,8,22,80.8,3.33,8.25
67539,D,30,29,85.81,3.28,6.28
67542,M,20,19,66.97,6.43,6.27
67544,F,20,18,28.86,2.85,3.32
67546,D,47,18,42.05,4.74,9.45
67548,F,48,6,24.96,2.46,1.65
67556,F,11,7,68.62,5.56,2.47
67566,M,51,22,65.17,2.87,9.64
67570,F,58,0,62.92,1.38,8.55
67576,M,59,4,92.15,5.62,6.7
67583,D,19,19,54.24,5.93,6.72
67638,F,19,30,64.01,6.13,9.74
67639,F,26,30,20.7,0.29,7.24
67648,M,30,3,70.76,3.1,1.76
67655,M,11,11,84.18,4.78,1.71
67685,M,12,24,9.1,0.75,2.72
67704,D,30,11,96.25,3.33,9.04
67715,D,2,1,4.27,0.87,1.1
67721,M,23,24,97.64,5.54,8.23
67804,M,3,18,91.52,3.54,2.68
67808,M,39,4,23.31,2.72,2.53
67815,D,9,8,61.34,1.86,4.48
67823,M,5,14,45.06,2.57,1.84
67831,D,49,30,43.02,6.1,7.52
67832,F,34,6,49.34,5.57,1.15
67836,F,32,9,90.34,5.27,1.1
67839,D,35,13,58.36,3.86,3.72
67850,M,42,29,66.96,5.01,4.44
67855,D,41,9,36.94,3.73,5.08
67856,F,34,26,12.35,3.07,0.64
67864,D,29,29,8.63,0.26,7.34
67866,D,36,1,8.14,2.76,2.61
67869,F,8,11,2.47,5.59,2.89
67917,M,55,9,0.88,5.86,8.54
67920,M,2,11,33.16,0.0,7.54
67955,F,11,30,74.79,4.8,9.48
67967,D,17,6,76.22,0.19,9.58
68004,M,27,11,60.48,5.69,5.52
68033,F,28,10,20.03,0.36,2.3
68162,F,48,6,94.25,5.93,0.99
68183,M,36,2,33.66,0.16,6.55
68203,F,26,24,63.86,5.92,9.69
68205,M,7,15,91.83,6.01,8.88
68211,D,37,23,78.02,0.93,7.52
68275,M,24,24,49.97,3.19,6.28
68283,D,9,18,51.87,4.64,4.44
68290,F,52,8,5.21,1.84,0.59
68306,F,18,5,70.1,6.86,1.82
68315,M,57,27,90.7,3.15,4.23
68321,F,17,26,45.84,6.38,8.27
68331,F,18,12,70.81,0.06,4.78
68335,F,20,13,98.27,5.9,7.96
68390,D,26,7,57.32,4.64,9.37
68405,M,18,18,51.01,6.79,7.81
68406,M,38,9,74.21,6.91,9.59
68407,M,35,30,19.98,6.99,3.62
68418,M,37,11,29.28,6.29,2.69
68440,D,39,9,32.03,3.12,2.72
68441,D,24,17,92.94,3.37,1.54
68443,M,40,26,42.75,4.67,5.33
68523,D,56,27,4.65,0.19,5.23
68645,D,57,13,96.58,4.43,8.14
68649,M,19,30,91.22,4.81,2.41
68711,F,35,27,43.07,0.64,8.03
68718,F,12,12,38.18,4.0,1.71
68746,M,17,5,10.0,3.05,2.34
68778,F,3,8,76.99,6.98,9.9
68803,D,43,7,12.03,0.32,8.02
68815,D,20,28,82.64,1.36,3.09
68821,F,19,2,78.1,4.16,0.06
68826,F,52,18,98.21,0.53,8.05
68833,D,28,22,21.71,6.37,1.77
68862,D,6,9,36.63,3.55,1.53
68863,F,44,17,95.99,4.18,9.31
68864,M,28,2,8.12,1.92,0.89
68868,D,38,10,32.39,1.19,7.36
68902,D,54,14,24.69,5.56,8.04
68915,M,38,5,29.26,1.94,7.55
68947,F,56,3,97.71,6.53,2.93
68948,F,52,10,57.49,6.38,4.95
68973,M,10,28,27.08,5.86,1.4
68976,D,31,0,46.79,6.09,0.52
68977,F,5,2,21.98,2.67,8.51
68978,D,5,7,76.83,6.73,0.55
68980,D,29,14,83.43,3.97,0.02
68983,D,14,6,71.01,6.56,2.31
69004,D,18,15,99.72,4.19,7.16
69005,D,22,13,0.75,4.47,4.03
69006,F,8,12,54.66,3.39,5.98
69010,D,18,25,34.13,3.75,7.7
69011,D,38,24,36.25,5.19,4.22
69014,D,21,4,83.09,3.6,2.55
69015,F,40,6,6.44,1.51,8.22
69059,D,56,25,50.47,5.26,6.23
69101,F,51,25,41.13,2.58,9.02
69110,F,30,24,27.7,3.57,7.37
69132,D,57,11,66.21,6.18,2.76
69212,D,45,17,46.51,5.64,9.96
69246,F,60,22,11.93,6.26,8.19
69352,F,13,24,59.08,2.37,2.14
69374,M,48,21,22.76,3.11,5.92
69382,M,7,28,57.37,1.88,5.02
69395,M,57,26,25.4,0.61,6.9
69396,M,22,29,73.91,1.77,1.68
69401,F,43,18,35.18,4.35,6.24
69412,M,15,10,71.57,6.22,3.53
69429,M,13,7,97.14,4.32,4.74
69435,M,32,25,23.26,6.93,6.8
69436,D,22,0,13.26,6.67,4.62
69441,D,52,11,68.9,3.53,6.24
69445,M,17,21,20.12,3.75,9.33
69458,D,38,9,13.4,5.75,8.02
69511,F,41,25,82.17,2.4,4.14
69514,D,31,13,90.87,2.69,4.61
69576,M,19,28,73.4,5.85,8.65
69578,D,20,28,52.75,1.51,4.62
69609,M,25,11,2.15,0.04,2.77
69633,M,20,25,70.9,2.46,8.17
69634,M,1,10,48.12,0.86,7.23
69636,M,32,18,16.39,6.32,8.22
69642,D,42,16,85.6,2.99,1.05
69643,M,6,1,52.07,4.35,9.52
69644,M,1,28,58.09,0.33,6.23
69646,D,1,29,8.0,4.62,1.16
69651,F,18,23,63.46,5.46,8.38
69653,F,28,26,32.62,1.15,2.02
69660,D,12,23,91.05,3.45,8.69
69683,M,25,19,74.65,1.52,4.89
69751,D,60,8,26.17,2.2,5.25
69801,F,55,19,46.79,3.68,4.62
69816,D,42,26,56.74,5.94,8.12
69819,F,37,29,27.72,2.91,3.21
69838,F,5,30,94.35,4.21,2.73
69905,F,37,28,84.62,6.05,6.58
69906,M,16,21,72.47,5.43,6.06
69912,D,19,11,72.4,0.31,9.54
69913,M,34,2,86.75,1.7,0.49
69934,F,21,6,16.33,3.38,1.74
69978,F,29,4,58.96,1.17,0.51
70097,D,28,27,19.09,6.19,7.71
70114,F,60,8,69.06,2.06,8.65
70131,D,32,21,59.69,3.46,5.77
70132,F,6,23,8.48,1.17,2.31
70170,M,47,7,93.56,0.0,3.19
70176,M,28,14,4.21,4.74,0.56
70203,M,2,19,63.44,3.51,9.1
70209,D,43,2,0.06,2.47,2.28
70211,M,25,13,64.32,1.88,5.69
70212,D,38,20,41.97,2.35,2.33
70229,D,56,21,39.67,2.38,6.16
70231,M,11,6,55.44,2.31,0.91
70243,D,44,27,3.51,0.46,2.49
70245,D,48,20,97.48,2.43,0.03
70280,F,48,30,96.41,1.79,1.6
70285,D,45,15,76.29,0.09,7.22
70295,F,13,19,39.11,4.64,1.63
70305,M,4,6,18.23,5.24,3.7
70359,M,20,16,24.62,5.86,8.69
70364,D,2,14,62.26,1.56,5.43
70411,M,46,16,24.14,2.05,7.33
70412,D,8,16,58.97,2.16,1.75
70484,F,23,14,31.41,1.79,5.16
70544,M,3,1,85.97,0.04,4.4
70554,D,41,17,26.28,3.66,0.51
70567,F,56,26,40.96,5.97,6.79
70574,D,35,4,30.85,2.88,8.21
70592,D,8,0,2.12,6.13,0.86
70645,M,15,5,48.11,2.56,4.12
70689,F,24,20,77.57,0.96,1.39
70724,M,50,28,64.41,2.16,2.61
70754,M,44,8,68.43,3.04,5.05
70767,F,17,9,22.28,5.21,4.42
70778,F,16,11,76.6,2.65,0.83
70784,F,28,2,68.12,2.13,0.42
70789,F,18,5,61.13,3.92,6.45
70835,F,17,29,72.1,0.91,1.55
70869,D,1,5,75.16,4.17,0.54
70870,D,48,16,40.37,6.48,4.34
70879,M,50,19,92.23,4.66,3.73
70890,M,15,20,3.35,3.65,3.82
70898,D,48,10,99.91,5.85,9.5
70919,M,50,17,9.27,1.58,1.88
70934,F,56,10,41.61,4.56,5.98
70942,F,28,27,24.5,1.57,8.79
70946,D,48,19,71.11,1.12,9.25
70950,M,46,3,4.04,3.95,3.52
71002,M,20,10,58.4,5.35,5.53
71019,D,29,18,4.63,0.93,8.57
71020,F,56,16,64.57,1.31,3.52
71026,D,49,26,5.55,5.27,0.81
71034,M,22,2,41.01,2.16,7.3
71082,D,22,5,43.68,0.95,2.47
71084,M,54,13,89.8,4.71,3.29
71085,F,27,20,57.11,1.54,8.78
71096,M,32,5,56.53,6.24,3.52
71099,F,47,11,9.87,4.83,5.18
71103,D,17,23,86.6,0.84,9.8
71105,F,22,24,95.98,6.83,4.34
71107,M,53,11,17.44,5.59,0.72
71204,D,6,18,67.55,2.01,6.23
71226,F,52,5,67.16,3.87,0.81
71273,F,54,21,19.1,0.99,5.81
71292,M,11,15,39.03,6.93,6.83
71302,M,9,20,61.39,4.49,4.5
71394,F,39,29,76.72,4.87,7.03
71420,D,18,8,1.8,1.36,5.89
71440,M,20,0,94.87,5.19,8.53
71503,F,16,12,58.47,2.76,4.96
71548,D,47,8,82.19,1.39,6.09
71559,D,41,3,99.98,0.3,3.18
71571,M,33,25,24.66,3.57,6.49
71579,M,29,3,69.32,2.94,2.19
71601,D,3,5,19.47,4.12,2.44
71662,F,5,9,56.79,6.28,7.45
71671,F,10,8,47.76,3.26,6.33
71701,D,59,11,43.61,2.11,2.41
71787,F,48,15,16.35,1.78,8.54
71830,D,12,30,57.51,5.8,6.0
71840,F,3,24,35.4,0.28,1.71
71884,F,29,8,90.47,4.27,7.66
71904,D,0,21,46.07,6.95,5.81
71905,D,18,8,32.46,2.32,8.82
71918,F,51,20,94.9,1.9,7.34
71981,D,30,5,39.92,3.92,4.51
72047,F,46,27,25.95,0.04,3.45
72087,D,43,15,44.49,5.5,3.19
72121,M,14,27,80.77,3.96,6.01
72128,D,53,7,18.72,0.5,8.43
72164,M,57,8,17.65,5.72,4.49
72165,M,18,21,49.42,6.19,2.36
72166,D,35,9,38.12,6.18,8.48
72171,F,31,14,97.21,5.31,2.54
72175,F,5,2,30.88,3.57,6.78
72189,M,22,27,74.34,3.02,0.99
72193,F,11,20,44.89,6.07,8.99
72195,M,37,7,61.1,6.97,0.44
72201,F,59,20,27.32,6.98,6.37
72203,D,39,5,24.21,2.53,8.79
72218,M,33,24,83.14,3.71,5.14
72237,F,6,18,20.59,3.34,0.48
72274,D,6,3,7.84,1.71,8.56
72281,M,46,23,68.04,2.23,8.62
72283,D,1,12,28.58,4.88,8.44
72286,D,36,19,33.56,4.12,2.48
72310,D,14,7,91.35,5.15,4.72
72315,M,0,21,0.85,2.94,4.57
72319,M,43,12,0.9,1.14,9.75
72395,D,9,28,67.57,5.19,2.63
72402,F,49,20,17.69,3.69,9.21
72415,D,42,1,37.14,3.23,2.94
72441,D,58,5,77.76,2.38,1.46
72457,F,50,6,8.54,3.65,3.93
72458,F,46,17,17.5,6.44,6.62
72462,M,53,3,39.68,0.14,4.75
72471,D,39,5,80.55,2.05,3.38
72479,M,52,22,84.96,5.02,8.49
72482,M,39,14,10.6,2.24,1.78
72484,F,7,3,41.75,1.06,2.16
72486,M,60,15,64.22,0.87,5.58
72490,D,51,29,10.16,4.37,6.79
72491,F,30,13,28.37,1.85,7.2
72496,M,52,4,87.19,5.64,0.46
72504,D,8,23,68.55,1.97,9.36
72505,D,25,28,7.31,0.82,1.09
72518,F,35,8,97.02,3.04,6.81
72519,F,58,5,56.3,5.82,3.18
72522,F,7,17,19.13,1.05,1.45
72567,M,20,29,22.36,0.37,2.91
72587,M,10,13,70.27,2.88,7.22
72638,M,47,13,66.63,5.05,7.55
72643,F,23,16,57.19,6.63,0.2
72648,M,58,1,76.09,2.55,4.71
72651,F,56,1,82.08,2.81,5.7
72687,F,5,22,22.21,3.35,1.62
72734,F,49,8,28.86,3.56,4.6
72736,D,44,20,40.13,0.86,4.1
72740,M,10,30,36.49,0.31,9.76
72767,M,43,12,56.11,0.28,5.64
72768,F,55,20,35.99,5.14,4.44
72771,F,53,23,75.41,6.33,7.7
72772,M,34,29,90.78,2.86,3.91
72779,F,3,24,56.12,2.16,8.92
72792,D,50,24,36.93,1.33,8.4
72798,F,60,25,73.28,5.54,2.63
72799,D,35,17,85.3,3.08,8.76
72834,M,2,7,14.79,0.68,8.32
72835,M,27,23,68.7,1.77,9.31
72836,D,40,1,70.15,3.26,4.72
72855,D,28,9,68.99,4.69,7.33
72857,D,56,9,98.97,6.9,3.41
72860,M,2,11,44.35,1.71,2.25
72873,M,17,16,69.04,4.19,4.63
72883,D,23,2,78.62,5.93,1.36
72896,M,51,0,52.49,4.85,7.31
72899,M,36,11,31.91,5.02,8.9
72934,M,11,23,30.49,5.96,5.87
72935,D,31,17,52.31,4.52,9.45
72939,M,44,27,48.28,5.75,1.18
72943,D,24,5,45.02,0.68,2.22
72989,M,32,3,37.18,0.5,9.58
73009,D,55,25,60.7,3.47,2.39
73013,F,20,3,23.25,1.19,4.37
73048,D,58,1,40.38,1.56,5.14
73067,M,42,6,79.95,0.42,4.64
73070,M,27,23,49.26,5.15,2.73
73076,F,19,9,43.63,4.61,7.8
73083,M,27,2,73.01,5.77,9.48
73092,M,45,11,43.9,4.42,5.88
73094,M,26,19,88.87,6.4,6.43
73096,D,47,28,76.62,6.2,8.92
73097,M,40,8,4.37,4.77,1.27
73120,M,33,9,73.44,0.21,3.94
73137,M,14,0,78.45,2.68,0.98
73138,D,32,17,17.29,4.86,7.98
73161,D,47,8,79.98,5.72,8.54
73180,D,21,23,44.91,2.66,1.62
73185,F,33,24,72.16,4.46,8.64
73215,D,22,29,22.16,2.2,3.4
73222,M,55,28,55.6,6.37,0.36
73244,M,14,18,53.38,3.93,1.85
73250,D,36,29,10.3,0.31,9.07
73254,M,34,1,32.61,1.4,0.25
73257,D,8,27,62.51,1.93,6.17
73269,M,2,28,32.02,0.17,6.42
73314,F,43,6,91.78,2.82,2.12
73319,D,52,3,16.29,0.32,4.21
73321,M,48,4,16.99,3.06,4.22
73323,F,3,15,11.79,1.99,3.61
73333,D,7,26,1.1,3.26,8.11
73335,F,0,11,14.54,6.31,6.46
73373,D,16,7,64.05,5.4,3.09
73408,D,14,19,47.77,3.82,8.71
73457,F,5,13,86.15,5.72,6.43
73458,D,39,8,79.37,5.76,2.35
73480,M,42,26,74.92,5.39,1.83
73482,D,19,9,79.47,0.96,8.86
73484,M,32,7,23.44,0.84,1.55
73491,M,53,11,4.38,1.16,8.86
73492,D,31,29,13.32,1.28,6.77
73504,D,30,24,59.23,1.55,6.83
73522,M,20,14,1.85,5.43,5.26
73547,M,26,6,56.79,3.77,7.32
73566,F,55,7,23.01,0.87,9.11
73569,F,52,1,33.41,1.07,8.76
73623,D,2,26,94.99,2.8,6.58
73636,F,25,23,46.69,2.09,8.76
73658,M,50,29,12.32,6.37,4.06
73662,M,51,27,56.49,6.55,8.06
73668,F,2,14,10.02,6.98,4.22
73681,F,5,26,66.93,2.24,0.5
73691,M,36,5,72.8,3.54,8.58
73700,M,1,0,34.14,0.52,1.29
73704,D,18,5,87.84,4.04,3.55
73720,D,14,15,64.34,3.76,2.83
73725,F,54,3,53.99,0.79,1.26
73733,D,12,3,55.13,0.56,9.18
73734,M,34,28,68.16,4.69,2.53
73735,D,55,8,36.69,2.68,2.61
73738,D,11,21,75.79,1.65,1.04
73741,M,52,6,84.8,4.44,6.92
73769,F,7,16,63.78,1.65,5.03
73782,F,10,11,28.59,1.37,6.26
73783,F,5,23,87.74,3.06,8.16
73786,D,41,27,75.17,4.6,9.99
73794,F,1,29,90.08,6.29,5.67
73798,F,59,2,67.71,2.34,7.03
73846,M,24,23,71.27,1.01,0.76
73852,F,45,9,17.16,4.39,1.46
73854,M,54,7,54.09,5.95,9.55
73858,F,5,23,28.92,3.52,0.13
73908,M,13,9,20.43,2.63,8.38
73912,M,37,23,58.49,1.71,1.1
73920,M,1,3,3.29,1.83,8.37
73926,D,17,15,1.72,2.41,4.32
73932,D,59,6,95.02,2.88,5.23
73934,F,25,29,62.72,0.71,5.97
73943,D,57,21,6.32,4.21,1.69
73951,F,4,18,64.41,2.82,8.01
73960,F,14,2,41.89,0.09,5.27
73980,D,29,14,58.97,3.51,5.08
73998,F,41,7,37.98,4.58,8.67
74011,M,41,28,32.85,2.82,6.12
74040,D,33,19,54.07,4.67,1.0
74075,M,20,20,74.67,2.95,9.32
74081,D,56,4,60.68,4.04,1.85
74089,D,46,9,27.88,5.15,2.09
74124,D,54,7,66.48,4.84,2.47
74196,M,31,23,42.34,3.64,4.08
74200,D,49,24,88.68,2.1,6.86
74223,M,31,20,83.24,4.41,6.37
74228,D,32,24,73.69,6.82,0.66
74229,M,28,28,14.98,3.81,1.67
74230,F,47,1,54.87,3.15,3.12
74232,D,29,1,98.43,5.28,5.7
74253,F,30,6,90.08,0.76,8.79
74288,F,55,30,41.65,3.34,4.72
74294,D,8,7,2.76,3.53,4.27
74295,M,41,17,59.31,1.99,4.75
74297,M,12,28,2.82,3.64,3.5
74300,M,11,25,14.02,1.33,1.61
74302,F,5,11,30.11,3.87,8.48
74306,F,28,27,82.87,1.74,6.77
74314,D,37,7,66.5,3.98,4.3
74354,F,45,20,51.75,4.9,0.09
74418,F,45,13,22.96,5.15,5.5
74444,F,21,22,21.63,5.59,1.86
74448,D,18,16,12.14,4.93,2.67
74537,F,38,21,8.52,5.59,8.88
74544,M,34,12,42.54,3.76,0.04
74550,D,32,10,1.18,4.64,9.17
74557,M,27,23,61.87,3.57,5.63
74587,F,58,30,15.86,4.85,0.8
74590,M,34,1,70.34,0.56,8.77
74600,M,26,24,19.28,5.93,4.76
74602,M,35,20,66.25,2.33,5.45
74615,D,41,16,99.73,5.87,5.33
74621,F,23,27,2.39,3.74,7.69
74626,D,26,28,44.73,1.08,4.02
74639,D,38,17,4.43,5.28,5.84
74641,D,10,16,28.28,3.56,9.1
74643,D,60,19,43.9,5.68,3.26
74648,M,0,2,57.61,5.48,4.13
74667,F,5,8,80.5,6.01,6.63
74683,M,11,25,83.2,2.14,4.43
74684,F,40,16,6.92,1.51,3.72
74687,M,32,5,71.7,3.6,3.32
74709,D,57,18,36.79,6.0,5.68
74722,D,23,4,25.99,6.36,0.38
74725,D,30,12,60.98,6.76,3.41
74762,F,40,5,50.08,0.98,8.85
74768,M,40,10,55.36,4.67,3.49
74776,D,7,1,38.29,2.78,2.98
74777,F,15,18,73.6,0.25,9.48
74810,D,29,12,56.22,6.09,3.93
74812,M,23,17,55.89,3.35,1.29
74821,M,33,3,96.88,4.3,3.37
74842,M,8,8,40.68,5.67,7.97
74843,F,56,16,41.31,4.31,9.08
74856,M,31,10,37.82,4.27,1.34
74860,D,54,26,15.0,0.6,2.03
74861,M,20,19,32.9,5.66,7.99
74865,M,43,29,89.02,6.04,5.69
74869,M,56,28,91.0,4.95,1.78
74872,F,34,10,91.06,3.46,2.45
74900,F,18,29,2.93,0.39,4.57
74918,F,16,7,83.97,4.5,1.5
74943,M,43,17,72.91,5.12,2.63
74945,F,30,8,5.18,1.43,2.74
