player_id,player_name,club_id,birth_date,nationality,market_value,num_appearances
14342,José Nunes,237,1977-03-07,Portugal,100000.0,32
14349,Paulo César,1075,1980-01-05,Brazil,1200000.0,41
14365,Ricardo Fernandes,979,1978-01-14,Portugal,200000.0,63
14403,Júnior,6418,1976-09-24,Brazil,100000.0,10
14511,Carlos Martins,68608,1982-04-29,Portugal,500000.0,59
14514,Miguel Garcia,2323,1983-02-04,Portugal,600000.0,4
14515,Luís Filipe,4750,1979-06-14,Portugal,200000.0,36
14520,Pablo Contreras,683,1978-09-11,Chile,1000000.0,67
14521,Anestis Anastasiadis,3999,1983-01-21,Greece,100000.0,4
14523,Konstantinos Barbas,2079,1983-04-22,Greece,200000.0,13
14533,Pirmin Schwegler,42,1987-03-09,Switzerland,800000.0,7
14535,Iago Bouzón,993,1983-06-16,Spain,200000.0,69
14542,Zvonimir Vukic,2079,1979-07-19,Serbia,250000.0,19
14551,Quincy Owusu-Abeyie,467,1986-04-15,Ghana,800000.0,57
14552,Ryan Smith,128,1986-11-10,England,500000.0,42
14555,Scott Carson,281,1985-09-03,England,200000.0,52
14558,John Baird,465,1985-08-22,Scotland,250000.0,55
14574,Craig Conway,2578,1985-05-02,Scotland,350000.0,5
14579,Iain Davidson,511,1984-01-14,Scotland,25000.0,31
14608,Darren Hill,2999,1981-12-03,Scotland,50000.0,38
14641,Cillian Sheridan,511,1989-02-23,Ireland,150000.0,58
14678,Ryan Stevenson,2760,1984-08-24,Scotland,350000.0,57
14690,Mark Brown,2759,1981-02-28,Scotland,200000.0,58
14694,Russell Duncan,2759,1980-09-15,Scotland,250000.0,9
14695,Michael Fraser,2759,1983-10-08,Scotland,300000.0,5
14708,Grant Munro,2759,1980-09-15,Scotland,350000.0,45
14716,Ross Tokely,2759,1979-03-08,Scotland,200000.0,34
14735,John Sutton,2578,1983-12-26,England,25000.0,16
14736,Martin Canning,2999,1981-12-03,Scotland,200000.0,39
14746,Don Cowie,2759,1983-02-15,Scotland,150000.0,66
14754,Sean Higgins,2578,1984-10-29,Scotland,100000.0,51
14768,Kirk Broadfoot,2553,1984-08-08,Scotland,25000.0,67
14792,Simon Lappin,2578,1983-01-25,Scotland,350000.0,46
14821,David van Zanten,465,1982-05-08,Ireland,300000.0,21
14852,Stephen O'Donnell,511,1983-07-10,Scotland,325000.0,40
14856,Andreas Ottl,167,1985-03-01,Germany,500000.0,19
14863,Sander Duits,1435,1983-08-29,Netherlands,400000.0,75
14879,Pierre Boya,5724,1984-01-16,Cameroon,275000.0,1
14881,Marcelo Carné,1465,1990-02-06,Brazil,350000.0,20
14882,Cédric Makiadi,126,1984-02-23,DR Congo,650000.0,15
14927,Oleksiy Belik,6994,1981-02-15,Ukraine,400000.0,43
14933,Milan Jovanovic,58,1981-04-18,Serbia,2500000.0,66
14934,Mariusz Lewandowski,16245,1979-05-18,Poland,400000.0,53
14937,Stipe Pletikosa,897,1979-01-08,Croatia,500000.0,18
14939,Adrian Pukanych,6996,1983-06-22,Ukraine,100000.0,71
14940,Razvan Rat,367,1981-05-26,Romania,100000.0,69
14942,Darijo Srna,1390,1982-05-01,Croatia,800000.0,63
14944,Anatoliy Tymoshchuk,964,1979-03-30,Ukraine,50000.0,74
14945,Andriy Vorobey,6414,1978-11-29,Ukraine,300000.0,54
14948,Brandão,2672,1980-06-16,Brazil,200000.0,47
14949,Rio Mavuba,1082,1984-03-08,France,750000.0,55
14950,Hervé Bugnet,14171,1981-08-24,France,50000.0,12
14951,Stéphane Darbion,1095,1984-03-22,France,300000.0,10
14954,Nicolas Godemèche,28643,1984-06-22,France,300000.0,62
14960,Martin Albrechtsen,2414,1980-03-31,Denmark,100000.0,26
14962,Jesper Bech,1177,1982-05-25,Denmark,100000.0,26
14963,Martin Bergvold,3426,1984-02-20,Denmark,75000.0,16
14971,Hjalte Bo Nörregaard,678,1981-04-08,Denmark,200000.0,59
14974,Bo Svensson,39,1979-08-04,Denmark,500000.0,72
14977,Christoph Janker,167,1985-02-14,Germany,100000.0,55
15008,Edgaras Cesnauskis,1083,1984-02-05,Lithuania,200000.0,40
15018,João Carlos,498,1982-01-01,Brazil,250000.0,43
15033,Velizar Dimitrov,2783,1979-04-13,Bulgaria,400000.0,60
15039,Jonas Kamper,1063,1983-05-03,Denmark,200000.0,65
15045,Niki Zimling,5817,1985-04-19,Denmark,300000.0,70
15047,Ronnie Bendtsen,20100,1984-05-23,Denmark,50000.0,69
15049,Thomas Hansen,5818,1983-01-18,Denmark,200000.0,22
15052,Thomas Kahlenberg,206,1983-03-20,Denmark,300000.0,52
15055,Martin Retov,2414,1980-05-05,Denmark,100000.0,8
15067,Maksym Kalynychenko,2227,1979-01-26,Ukraine,500000.0,9
15069,Artem Radkov,820,1985-08-26,Belarus,1400000.0,28
15071,Aleksandr Pavlenko,11127,1985-01-20,Russia,100000.0,36
15072,Roman Pavlyuchenko,11127,1981-12-15,Russia,50000.0,55
15074,Pavel Pogrebnyak,11127,1983-11-08,Russia,50000.0,35
15075,Aleksey Rebko,1083,1986-04-23,Russia,150000.0,24
15076,Aleksandr Samedov,2696,1984-07-19,Russia,400000.0,12
15077,Aleksandr Sheshukov,3729,1983-04-15,Russia,25000.0,21
15078,Dmitri A. Smirnov,3729,1980-08-13,Russia,25000.0,68
15083,Dmitriy Torbinski,3714,1984-04-28,Russia,200000.0,36
15102,Igor Lebedenko,1186,1983-05-27,Russia,25000.0,52
15112,Igor Semshov,2696,1978-04-06,Russia,300000.0,22
15117,Konstantin Zyryanov,964,1977-10-05,Russia,25000.0,43
15118,Thomas Augustinussen,1053,1981-03-20,Denmark,200000.0,15
15125,Kasper Jensen,1177,1982-10-07,Denmark,200000.0,55
15128,Kasper Risgaard,1053,1983-01-04,Denmark,300000.0,50
15131,Michael Silberbauer,173,1981-07-07,Denmark,150000.0,30
15135,Rasmus Würtz,1053,1983-09-18,Denmark,300000.0,30
15150,Markos Maragoudakis,21957,1982-01-28,Greece,100000.0,5
15153,Dimitrios Salpingidis,1091,1981-08-18,Greece,300000.0,9
15163,Andy Barrowman,511,1984-11-27,Scotland,300000.0,51
15164,Keiren Westwood,289,1984-10-23,Ireland,200000.0,5
15165,Chris Hogg,2451,1985-03-21,England,225000.0,33
15166,Liam Rosenior,1237,1984-07-09,England,1000000.0,53
15185,Lukas Podolski,589,1985-06-04,Germany,250000.0,21
15209,Andreas Johansson,173,1978-07-05,Sweden,200000.0,72
15216,Fredrik Stenman,2282,1983-06-02,Sweden,250000.0,20
15220,Artur Boruc,989,1980-02-20,Poland,50000.0,31
15243,Tommy Bechmann,5817,1981-12-22,Denmark,250000.0,64
15250,Njogu Demba-Nyrén,3426,1979-06-26,The Gambia,200000.0,61
15260,Zhivko Milanov,3691,1984-07-15,Bulgaria,250000.0,50
15275,Geoffrey Dernis,3911,1980-12-24,France,200000.0,34
15300,Miso Brecko,3,1984-05-01,Slovenia,250000.0,18
15338,Fernando,2282,1981-05-03,Brazil,500000.0,52
15342,Rodrigo Taddei,12,1980-03-06,Brazil,75000.0,34
15362,Vasiliy Berezutski,2410,1982-06-20,Russia,200000.0,10
15363,Aleksey Berezutski,2410,1982-06-20,Russia,100000.0,10
15368,Vyacheslav Malafeev,964,1979-03-04,Russia,200000.0,37
15373,Sergey Semak,964,1976-02-27,Russia,100000.0,19
15378,Andrey Arshavin,2439,1981-05-29,Russia,300000.0,30
15379,Dmitriy Bulykin,12438,1979-11-20,Russia,300000.0,35
15380,Spartak Gogniev,11127,1981-01-19,Russia,25000.0,38
15381,Aleksandr Kerzhakov,964,1982-11-27,Russia,200000.0,30
15386,Sören Berg,20100,1976-05-15,Denmark,100000.0,48
15404,Maris Verpakovskis,5220,1979-10-15,Latvia,200000.0,68
15409,Ahmed Samir Farag,204,1986-05-20,Egypt,150000.0,58
15420,Alex,5,1982-06-17,Brazil,1000000.0,46
15427,Georgios Abaris,2671,1982-04-23,Greece,100000.0,64
15432,Pantelis Kapetanos,2079,1983-06-08,Greece,300000.0,36
15452,Raúl Albiol,1050,1985-09-04,Spain,2500000.0,12
15454,Fábio Bilica,2292,1979-01-04,Brazil,200000.0,37
15461,Jaime Gavilán,21957,1985-05-12,Spain,50000.0,42
15463,Jordi López,6996,1981-02-28,Spain,150000.0,50
15472,Hakon Opdal,5817,1982-06-11,Norway,100000.0,43
15486,Aristide Bancé,167,1984-09-19,Burkina Faso,200000.0,13
15500,Ángel López,472,1981-03-10,Spain,100000.0,13
15511,Robinho,6890,1984-01-25,Brazil,500000.0,48
15567,Grégory Lorenzi,1411,1983-12-17,France,250000.0,46
15568,Bruno Gama,605,1987-11-15,Portugal,200000.0,56
15569,Ilya Abaev,1083,1981-08-02,Russia,25000.0,17
15570,Igor Akinfeev,2410,1986-04-08,Russia,1500000.0,1
15583,Dmitriy Kirichenko,1083,1977-01-17,Russia,50000.0,69
15590,Ruslan Nakhushev,11126,1984-09-05,Russia,450000.0,2
15591,Elvir Rahimic,2410,1976-04-04,Bosnia-Herzegovina,50000.0,59
15593,Sergey Samodin,3691,1985-02-14,Russia,50000.0,32
15595,Deividas Semberas,2703,1978-08-02,Lithuania,150000.0,70
15596,Bogdan Shershun,4482,1981-05-14,Ukraine,500000.0,34
15597,Artur Tlisov,2439,1982-06-10,Russia,500000.0,69
15645,Maksim Astafjev,3691,1982-12-08,Russia,25000.0,4
15647,Vladimir Bystrov,40426,1984-01-31,Russia,100000.0,52
15650,Igor Denisov,932,1984-05-17,Russia,800000.0,41
15666,Oleg Vlasov,3729,1984-12-10,Russia,100000.0,2
15670,Roman Berezovskiy,121,1974-08-05,Armenia,50000.0,21
15673,Vitaliy Grishin,4128,1980-09-09,Russia,100000.0,72
15676,Zydrunas Karcemarskas,2944,1983-05-24,Lithuania,50000.0,65
15680,Artem Rebrov,232,1984-03-04,Russia,100000.0,13
15693,Xabi Prieto,681,1983-08-29,Spain,3000000.0,74
15715,Borja Oubiña,940,1982-05-17,Spain,1500000.0,71
15717,Melli,5220,1984-06-06,Spain,100000.0,51
15724,Ismael López,621,1978-02-27,Spain,250000.0,40
15730,Evgeniy Aldonin,12438,1980-01-22,Russia,300000.0,21
15743,Vladislav Kulik,41201,1985-02-27,Russia,50000.0,66
15747,Sergei Pareiko,12438,1977-01-31,Estonia,100000.0,2
15760,Ibrahim Afellay,383,1986-04-02,Netherlands,475000.0,69
15761,Marc Bertrán,331,1982-05-22,Spain,200000.0,1
15762,Carlos García,11282,1984-04-29,Spain,300000.0,37
15764,Moisés Hurtado,16795,1981-02-20,Spain,200000.0,54
15765,Tim Janssen,865,1986-03-06,Netherlands,300000.0,32
15773,Phil Bardsley,1132,1985-06-28,Scotland,75000.0,8
15788,Yohann Rivière,2969,1984-08-18,France,250000.0,45
15790,Ferrán Corominas,1531,1983-01-05,Spain,50000.0,48
15796,Igor Lolo,968,1982-07-22,Cote d'Ivoire,200000.0,63
15798,César Arzo,2441,1986-01-21,Spain,200000.0,31
15799,Santi Cazorla,1050,1984-12-13,Spain,500000.0,11
15803,Jonan García,28956,1983-01-08,Spain,150000.0,9
15804,Andoni Iraola,621,1982-06-22,Spain,1500000.0,62
15808,Romaric,595,1983-06-04,Cote d'Ivoire,650000.0,35
15817,Patrick Deman,601,1968-07-31,Belgium,16887788.0,47
15821,Mert Nobre,3205,1980-11-06,Brazil,50000.0,50
15838,Elliott Ward,989,1985-01-19,England,250000.0,0
15843,Jonathan Legear,475,1987-04-13,Belgium,250000.0,63
15844,Anthony Vanden Borre,58,1987-10-24,Belgium,100000.0,61
15872,Roman Sharonov,2698,1976-09-08,Russia,100000.0,65
15881,Sergey Kornilenko,2696,1983-06-14,Belarus,100000.0,52
15885,Kostadin Hazurov,204,1985-08-05,Bulgaria,50000.0,46
15888,Dániel Tőzsér,252,1985-05-12,Hungary,325000.0,49
15894,Daniël de Ridder,133,1984-03-06,Netherlands,400000.0,37
15904,Thomas Vermaelen,131,1985-11-14,Belgium,700000.0,66
15907,Andrey Karyaka,12438,1978-04-01,Russia,200000.0,26
15916,Jason Brown,370,1982-05-18,Wales,300000.0,14
15921,Matt Jarvis,1123,1986-05-22,England,300000.0,33
15929,Jamie Mackie,1039,1985-09-22,Scotland,800000.0,38
15930,David Martin,379,1986-01-22,England,75000.0,31
15951,Dani Alves,131,1983-05-06,Brazil,1000000.0,64
15952,Júlio Baptista,1084,1981-10-01,Brazil,100000.0,12
15955,Josep Lluís Martí,237,1975-04-28,Spain,100000.0,59
15956,Jesús Navas,368,1985-11-21,Spain,3000000.0,14
15961,Rúrik Gíslason,190,1988-02-25,Iceland,250000.0,45
15974,Esteban,3302,1975-06-27,Spain,100000.0,31
15980,Juan Calatayud,237,1979-12-21,Spain,400000.0,75
15981,Álex Geijo,410,1982-03-11,Spain,50000.0,20
15983,Juan Rodríguez,3709,1982-04-01,Spain,300000.0,0
16058,Serkan Kirintili,24245,1985-02-15,Turkey,25000.0,71
16064,Metin Depe,6890,1981-01-10,Turkey,200000.0,22
16095,Aleksandre Amisulashvili,2696,1982-08-20,Georgia,300000.0,53
16101,Atiba Hutchinson,114,1983-02-08,Greece,100000.0,63
16117,Nicola Pozzi,862,1986-06-30,Italy,50000.0,59
16118,Paíto,128,1982-07-05,Mozambique,500000.0,13
16120,Édgar Barreto,467,1984-07-15,Paraguay,250000.0,61
16124,Ayoze Díaz,897,1982-05-25,Spain,400000.0,60
16135,Ryan Babel,141,1986-12-19,Netherlands,150000.0,69
16136,Dante,417,1983-10-18,Brazil,600000.0,10
16137,Franco Brienza,1025,1979-03-19,Italy,50000.0,17
16152,Jon Daly,1519,1983-01-08,Ireland,200000.0,63
16186,Georgios Kantimiris,605,1982-09-19,Greece,100000.0,6
16191,Kendal Ucar,21957,1981-09-03,France,300000.0,29
16230,Mohamadou Sissoko,2079,1988-08-08,France,100000.0,49
16252,Christian Kinkela,979,1982-05-25,DR Congo,100000.0,44
16306,Casemiro,985,1992-02-23,Brazil,30000000.0,27
16311,Rouwen Hennings,38,1987-08-28,Germany,300000.0,56
16315,Rafa López,127,1985-04-09,Spain,250000.0,61
16335,Charles,589,1985-02-14,Brazil,125000.0,19
16353,Mickaël Chrétien Basser,1159,1984-07-10,Morocco,250000.0,21
16375,Panagiotis Korbos,169,1985-09-11,Greece,100000.0,74
16394,Iosif Daskalakis,653,1982-08-07,Greece,300000.0,42
16397,Anastasios Dentsas,21957,1982-03-19,Greece,100000.0,51
16402,Theofanis Gekas,825,1980-05-23,Greece,300000.0,14
16408,Orestis Karnezis,1082,1985-07-11,Greece,500000.0,60
16417,Ilias Kotsios,2672,1977-04-25,Greece,50000.0,7
16420,Dimitrios Koutsopoulos,7185,1978-04-20,Greece,50000.0,37
16433,Manolis Kallergis,3060,1990-12-05,Greece,125000.0,40
16439,Minas Pitsos,5220,1980-10-08,Greece,150000.0,2
16444,Michalis Sifakis,601,1984-09-09,Greece,100000.0,5
16458,Loukas Vyntra,3999,1981-02-05,Greece,100000.0,44
16474,Alexander Baumjohann,44,1987-01-23,Germany,100000.0,17
16498,Ramazan Özcan,15,1984-06-28,Austria,300000.0,66
16499,Turgay Bahadir,1506,1984-01-15,Turkey,200000.0,65
16519,Aleksey Eremenko Jr.,2553,1983-03-24,Finland,200000.0,32
16520,Marco Russ,24,1985-08-04,Germany,400000.0,41
16529,Antonis Petropoulos,21957,1986-01-28,Greece,200000.0,11
16531,Georgios Barkoglou,441,1978-07-08,Greece,200000.0,51
16533,Giannis Christou,7185,1981-03-05,Greece,100000.0,31
16535,Georgios Fotakis,7185,1981-10-29,Greece,100000.0,55
16551,Milan Vjestica,11127,1979-11-15,Serbia,150000.0,51
16565,Daniel Halfar,3,1999-01-06,Germany,400000.0,19
16576,Carlos Cuéllar,289,1981-08-23,Spain,50000.0,39
16589,Pierre Webó,2944,1982-01-20,Cameroon,100000.0,69
16591,Nicolas Maurice-Belay,40,1985-04-19,France,1000000.0,27
16595,Juan Valera,3709,1984-12-21,Spain,2000000.0,11
16597,Christos Karypidis,3999,1982-12-02,Greece,100000.0,69
16599,Vangelis Koutsopoulos,2672,1980-02-02,Greece,300000.0,68
16600,Georgios Makris,47,1984-11-15,Greece,75000.0,15
16617,Faris Haroun,1096,1985-09-22,Belgium,100000.0,21
16624,Marcell Jansen,41,1985-11-04,Germany,4000000.0,15
16628,Michael Stegmayer,105,1985-01-12,Germany,250000.0,9
16631,Ignazio Abate,5,1986-11-12,Italy,400000.0,59
16633,Alex Cordaz,46,1983-01-01,Italy,200000.0,54
16634,Álvaro Mejía,5220,1982-01-18,Spain,100000.0,54
16635,Juanfran Torres,13,1985-01-09,Spain,1000000.0,62
16649,Jefferson Farfán,932,1984-10-26,Peru,200000.0,23
16651,Enzo Maresca,458,1980-02-10,Italy,200000.0,71
16660,Alex Baptiste,641,1986-01-31,England,400000.0,73
16675,César Santin,190,1981-02-24,Brazil,800000.0,54
16682,Osmar Ferreyra,6418,1983-01-09,Argentina,250000.0,24
16690,Diniyar Bilyaletdinov,2698,1985-02-27,Russia,175000.0,28
16693,Hakan Arikan,3205,1982-08-17,Turkey,50000.0,5
16698,Ömer Aysan Baris,3216,1982-07-23,Turkey,300000.0,32
16716,Danny Guthrie,1032,1987-04-18,England,100000.0,13
16726,Markus Steinhöfer,105,1986-03-07,Germany,250000.0,16
16731,Edson Braafheid,200,1983-04-08,Netherlands,100000.0,3
16733,Lee Baxter,678,1976-06-17,Scotland,100000.0,61
16743,Daniel Brückner,127,1981-02-14,Germany,75000.0,47
16744,Giandomenico Mesto,265,1982-05-25,Italy,300000.0,15
16746,Niko Kranjcar,124,1984-08-13,Croatia,500000.0,49
16756,Oleg Ivanov,2698,1986-08-04,Russia,100000.0,32
16760,Yuriy Zhirkov,3719,1983-08-20,Russia,250000.0,33
16768,Bora Sevim,524,1984-02-17,Turkey,25000.0,23
16791,Manuel Fernandes,441,1986-02-05,Portugal,75000.0,30
16810,Marco Amelia,631,1982-04-02,Italy,100000.0,19
16816,Tolga Zengin,114,1983-10-10,Turkey,100000.0,60
16828,Alessandro Potenza,1627,1984-03-08,Italy,100000.0,74
16831,Ken Reichel,89,1986-12-19,Germany,225000.0,36
16833,Ciprian Marica,2293,1985-10-02,Romania,700000.0,2
16843,Wolfgang Hesl,65,1986-01-13,Germany,125000.0,5
16868,Alessandro Gamberini,862,1981-08-27,Italy,250000.0,25
16870,Cesare Natali,6574,1979-04-05,Italy,100000.0,41
16873,Claudio Terzi,3522,1984-06-19,Italy,200000.0,74
16888,Federico Agliardi,1429,1983-02-11,Italy,75000.0,19
16891,Paolo Castellini,1210,1979-03-25,Italy,100000.0,60
16893,Antonio Floro Flores,862,1983-06-18,Italy,125000.0,37
16902,Alessandro Rosina,1387,1984-01-31,Italy,150000.0,69
16911,Kasper Schmeichel,58,1986-11-05,Denmark,1000000.0,65
16913,David Mendes da Silva,468,1982-08-04,Netherlands,200000.0,1
16922,Kevin-Prince Boateng,44,1987-03-06,Ghana,700000.0,65
16947,Marcin Wasilewski,1003,1980-06-09,Poland,50000.0,16
16955,Adrian Mierzejewski,449,1986-11-06,Poland,200000.0,48
16956,Slawomir Peszko,3,1985-02-19,Poland,150000.0,48
16968,Marcel de Jong,167,1986-10-15,Canada,175000.0,50
16971,Mees Siers,5817,1987-10-06,Netherlands,75000.0,21
16993,Jérémy Ménez,589,1987-05-07,France,400000.0,29
17025,Marvin Matip,4795,1985-09-25,Cameroon,250000.0,75
17029,Michael Gspurning,33,1981-05-02,Austria,150000.0,71
17057,Michael Liendl,317,1985-10-25,Austria,175000.0,25
17123,Ibrahim Akin,2381,1984-01-04,Turkey,50000.0,11
17127,Felipe,2722,1984-07-31,Brazil,25000.0,74
17129,Sulley Muntari,897,1984-08-27,Ghana,50000.0,18
17130,Michele Pazienza,1025,1982-08-05,Italy,25000.0,30
17140,Mehmet Topuz,36,1983-09-07,Turkey,700000.0,22
17171,Alessandro Agostini,276,1979-07-23,Italy,300000.0,13
17175,Pasquale Foggia,398,1983-06-03,Italy,200000.0,52
17179,Marko Basa,1082,1982-12-29,Montenegro,1000000.0,28
17184,Dusko Tosic,10484,1985-01-19,Serbia,100000.0,13
17206,Aleksandar Trisovic,6996,1983-11-25,Serbia,250000.0,20
17212,Paraskevas Andralas,169,1978-12-02,Greece,200000.0,64
17217,Grigoris Papazacharias,441,1985-03-20,Greece,100000.0,27
17220,Miroslaw Sznaucner,2079,1979-05-09,Poland,250000.0,64
17225,Konstantinos Kapetanos,605,1984-10-27,Greece,200000.0,39
17228,Panagiotis Lagos,2740,1985-07-18,Greece,500000.0,17
17232,Luigi Cennamo,6418,1980-02-07,Italy,100000.0,51
17239,Anastasios Venetis,5219,1980-03-24,Greece,150000.0,45
17244,Ilan,595,1980-09-18,Brazil,500000.0,31
17249,Simone Pepe,2921,1983-08-30,Italy,200000.0,49
17259,Manuel Neuer,27,1986-03-27,Germany,5000000.0,19
17273,Steven Taylor,762,1986-01-23,England,300000.0,20
17292,Joeano,2425,1979-08-12,Brazil,400000.0,68
17313,Henrico Drost,235,1987-01-21,Netherlands,200000.0,58
17320,Rick Kruys,798,1985-05-09,Netherlands,450000.0,3
17328,Paulo Sérgio,4750,1984-01-24,Portugal,175000.0,27
17348,Steeve Elana,1082,1980-07-11,Martinique,200000.0,19
17352,Carlitos,1465,1982-09-06,Portugal,500000.0,55
17370,Albert Meyong,1085,1980-10-19,Cameroon,100000.0,27
17372,Ricardo Pessoa,7378,1982-02-05,Portugal,75000.0,17
17374,Maurício,4750,1976-07-05,Brazil,300000.0,60
17386,Hürriyet Gücer,524,1981-10-25,Turkey,50000.0,34
17396,Mathieu Flamini,3709,1984-03-07,France,600000.0,30
17422,Fousseni Diawara,1147,1980-08-28,Mali,150000.0,27
17432,Hérita Ilunga,273,1982-02-25,DR Congo,250000.0,62
17441,Julien Sablé,595,1980-09-11,France,500000.0,60
17465,Hakan Özmert,589,1985-06-03,Turkey,75000.0,49
17491,Roberto Lago,3709,1985-08-30,Spain,700000.0,36
17555,Nélson,68608,1983-06-10,Portugal,200000.0,75
17592,Pawel Kieszek,2425,1984-04-16,Poland,50000.0,6
17675,Florian Jarjat,1095,1980-02-18,France,150000.0,39
17689,Sascha Mölders,167,1985-03-20,Germany,125000.0,38
17693,Sébastien Roudet,750,1981-06-16,France,300000.0,63
17734,Polat Keser,589,1985-12-04,Turkey,100000.0,29
17735,Djamel Mesbah,4083,1984-10-09,Algeria,300000.0,24
17749,Aleksandr Anyukov,2696,1982-09-28,Russia,50000.0,26
17804,Sébastien Pocognoli,3057,1987-08-01,Belgium,100000.0,5
17872,Pablo Mouche,3205,1987-10-11,Argentina,75000.0,54
17879,Márton Fülöp,6676,1983-05-03,Hungary,1250000.0,30
17880,Stephan Andersen,190,1981-11-26,Denmark,50000.0,28
17885,Karim Haggui,79,1984-01-20,Tunisia,350000.0,13
17930,Karim Saïdi,204,1983-03-24,Tunisia,500000.0,4
17965,Hugo Lloris,148,1986-12-26,France,2000000.0,1
17976,Anthony Scaramozzino,6418,1985-04-30,France,100000.0,62
18001,Danny Guijt,403,1981-02-07,Netherlands,250000.0,27
18006,Michael Krohn-Dehli,897,1983-06-06,Denmark,300000.0,3
18012,Paul Quasten,235,1985-03-13,Czech Republic,125000.0,41
18019,Brian Vandenbussche,520,1981-09-24,Belgium,50000.0,34
18021,Paul Verhaegh,317,1983-09-01,Netherlands,250000.0,44
18036,Nicolas Douchez,583,1980-04-22,France,250000.0,28
18091,Derek Boateng,1533,1983-05-02,Ghana,250000.0,29
18093,Julien Faubert,2553,1983-08-01,France,100000.0,65
18097,Benjamin Kibebe,865,1981-08-13,Sweden,150000.0,23
18100,Per Nilsson,190,1982-09-15,Sweden,200000.0,45
18223,Anssi Jaakkola,2553,1987-03-13,Finland,75000.0,30
18224,Kolja Afriyie,865,1982-04-06,Germany,300000.0,31
18227,Curtis Davies,3008,1985-03-15,England,100000.0,66
18277,Marco Sailer,105,1985-11-16,Germany,100000.0,63
18290,Matthias Henn,23,1985-04-28,Germany,225000.0,28
18298,Olivier Auriac,1420,1983-09-14,France,250000.0,51
18301,Maicon,12,1981-07-26,Brazil,500000.0,47
18310,Benoît Assou-Ekotto,347,1984-03-24,Cameroon,1000000.0,66
18324,Zoltán Gera,984,1979-04-22,Hungary,100000.0,68
18331,Szabolcs Huszti,24,1983-04-18,Hungary,400000.0,22
18350,Dusan Pernis,47,1984-11-28,Slovakia,10000.0,7
18379,Damir Vrancic,23,1985-10-04,Germany,200000.0,36
18397,Salim Arrache,28956,1982-07-14,Algeria,250000.0,38
18416,Aloys Nong,1411,1983-10-16,Cameroon,250000.0,40
18418,Anthony Portier,520,1982-06-01,Belgium,300000.0,67
18429,Denis Epstein,3999,1986-07-02,Germany,100000.0,49
18445,Betão,338,1983-11-11,Brazil,100000.0,52
18502,Tim Dreesen,2759,1987-01-30,Belgium,150000.0,56
18514,Giuseppe Rossini,172,1986-08-23,Belgium,125000.0,72
18532,Landry Mulemo,601,1986-09-17,DR Congo,200000.0,67
18533,Michael Parensen,89,1986-06-24,Germany,250000.0,11
18537,Alex,36,1977-09-14,Brazil,500000.0,60
18542,François Modesto,595,1978-08-19,France,250000.0,54
18543,Víctor Montaño,969,1984-05-01,Colombia,300000.0,15
18547,Ali Turan,2293,1983-09-06,Turkey,75000.0,75
18592,Zé Pedro,1085,1978-10-18,Portugal,500000.0,29
18644,Álvaro Negredo,2687,1985-08-20,Spain,1000000.0,43
18646,Agus García,3426,1985-05-03,Spain,225000.0,43
18673,Joan Hartock,3911,1987-02-17,Martinique,400000.0,15
18702,Julien Ielsch,1416,1983-03-05,France,250000.0,50
18759,Nana Asare,157,1986-07-11,Ghana,150000.0,40
18807,Behrang Safari,58,1985-02-09,Sweden,200000.0,43
18828,Milos Krasic,36,1984-11-01,Serbia,400000.0,50
18829,Vágner Love,865,1984-06-11,Brazil,250000.0,14
18831,Bilal Aziz Özer,2944,1985-07-01,Germany,50000.0,1
18833,Tim Hoogland,33,1985-06-11,Germany,300000.0,45
18860,Franck Dja Djédjé,6992,1986-06-02,Cote d'Ivoire,350000.0,63
18870,Liam Lawrence,1091,1981-12-14,Ireland,300000.0,3
18871,Jean Beausejour,1071,1984-06-01,Chile,250000.0,8
18878,Tony,2995,1980-12-20,Portugal,300000.0,9
18893,Benjamin Nicaise,1411,1980-09-28,France,350000.0,30
18894,Leyti N'Diaye,244,1985-08-19,Senegal,300000.0,72
18900,Hatem Ben Arfa,1082,1987-03-07,France,200000.0,69
18901,Jérémy Clément,618,1984-08-26,France,200000.0,63
18909,Jimmy Briand,40,1985-08-02,France,600000.0,43
18912,Yoann Gourcuff,2969,1986-07-11,France,2000000.0,30
18918,Per Ciljan Skjelbred,44,1987-06-16,Norway,150000.0,45
18922,Karim Benzema,418,1987-12-19,France,15000000.0,45
18923,Alexandros Vergonis,2079,1985-12-01,Greece,100000.0,34
18927,Sokratis Fytanidis,3060,1984-05-25,Greece,150000.0,60
18929,Stelios Iliadis,2079,1986-06-03,Greece,250000.0,67
18934,Thomas Mangani,1147,1987-04-29,France,300000.0,9
18935,Samir Nasri,58,1987-06-26,France,1600000.0,1
18940,Rémy Riou,1041,1987-08-06,France,400000.0,4
18944,Gerard Piqué,131,1987-02-02,Spain,3000000.0,0
18945,Steven Thicot,4603,1987-02-14,France,225000.0,36
18947,Milhazes,2672,1981-03-17,Portugal,75000.0,57
18949,Mémé Tchité,475,1984-01-31,Burundi,300000.0,10
18952,Milos Maric,28643,1982-03-05,Serbia,250000.0,41
18955,Renaud Cohade,347,1984-09-29,France,400000.0,51
18958,Alejandro Domínguez,683,1981-06-10,Argentina,300000.0,0
18975,Alexandre D'Acol,3999,1986-07-18,Brazil,200000.0,19
18981,Rodrigo Defendi,3336,1986-06-16,Brazil,50000.0,3
